"","varname","label"
"460","adv_p20_q6","Subj:Concern about being able to provide yourself and your family with food/basi"
"461","adv_p20_q7","Subj: How satisfied are you with your current financial situation?"
"462","adv_p20_q8","Subj: How satisfied are you with your current financial situation?"
"463","adv_p20_q9","Subj:Would you consider the current level of food consumption of your family as:"
"464","adv_p20_q10","Subj:Would you consider the current level of food consumption of your family as:"
"465","adv_p20_q11","Subj:Would you consider the current level of food consumption of your family as:"
"466","adv_p20_q12","Subj:Would you consider the current level of expenditures of your family for foo"
"467","adv_p20_q13","Subj:Would you consider the current level of expenditures of your family for foo"
"468","adv_p20_q14","Subj:Would you consider the current level of expenditures of your family for foo"
"469","adv_p20_q15","Subj:Concern about being able to provide yourself and your family with food/basi"
"470","adv_p20_q16","Subj:Concern about being able to provide yourself and your family with food/basi"
"471","adv_p20_q17","Subj: How satisfied are you with your current financial situation?"
"472","adv_p20_q18","Subj: How satisfied are you with your current financial situation?"
"473","adv_p20_q19","Subj:Would you consider the current level of food consumption of your family as:"
"474","adv_p20_q20","Subj:Would you consider the current level of food consumption of your family as:"
"475","adv_p20_q21","Subj:Would you consider the current level of food consumption of your family as:"
"476","adv_p20_q22","Subj:Would you consider the current level of expenditures of your family for foo"
"477","adv_p20_q23","Subj:Would you consider the current level of expenditures of your family for foo"
"478","adv_p20_q24","Subj:Would you consider the current level of expenditures of your family for foo"
"479","adv_p20_q25","Subj:Concern about being able to provide yourself and your family with food/basi"
"480","adv_p20_q26","Subj:Concern about being able to provide yourself and your family with food/basi"
"481","adv_p20_q27","Subj: How satisfied are you with your current financial situation?"
"482","adv_p20_q28","Subj: How satisfied are you with your current financial situation?"
"483","adv_p20_q29","Subj:Would you consider the current level of food consumption of your family as:"
"484","adv_p20_q30","Subj:Would you consider the current level of food consumption of your family as:"
"485","adv_p20_q31","Subj:Would you consider the current level of food consumption of your family as:"
"486","adv_p20_q32","Subj:Would you consider the current level of expenditures of your family for foo"
